,0
275,n03445924
276,n03785016
277,n04252225
278,n03345487
279,n03417042
280,n03930630
281,n04461696
282,n04467665
283,n03796401
284,n03977966
285,n04065272
286,n04335435
287,n04252077
288,n04465501
289,n03776460
290,n04482393
291,n04509417
292,n03538406
293,n03599486
294,n03868242
295,n02804414
296,n03125729
297,n03131574
298,n03388549
299,n02870880
300,n03018349
301,n03742115
302,n03016953
303,n04380533
304,n03337140
305,n03891251
306,n02791124
307,n04429376
308,n03376595
309,n04099969
310,n04344873
311,n04447861
312,n03179701
313,n03982430
314,n03201208
315,n03290653
316,n04550184
317,n07742313
318,n07747607
319,n07749582
320,n07753113
321,n07753275
322,n07753592
323,n07754684
324,n07760859
325,n07768694
326,n12267677
327,n12620546
328,n13133613
329,n11879895
330,n12144580
331,n12768682
332,n03854065
333,n04515003
334,n03017168
335,n03249569
336,n03447721
337,n03720891
338,n03721384
339,n04311174
340,n02787622
341,n02992211
342,n04536866
343,n03495258
344,n02676566
345,n03272010
346,n03110669
347,n03394916
348,n04487394
349,n03494278
350,n03840681
351,n03884397
352,n02804610
353,n03838899
354,n04141076
355,n03372029
356,n11939491
357,n12057211
358,n09246464
359,n09468604
360,n09193705
361,n09472597
362,n09399592
363,n09421951
364,n09256479
365,n09332890
366,n09428293
367,n09288635
368,n03498962
369,n03041632
370,n03658185
371,n03954731
372,n03995372
373,n03649909
374,n03481172
375,n03109150
376,n02951585
377,n03970156
378,n04154565
379,n04208210
380,n03967562
381,n03000684
382,n01514668
383,n01514859
384,n01518878
385,n01530575
386,n01531178
387,n01532829
388,n01534433
389,n01537544
390,n01558993
391,n01560419
392,n01580077
393,n01582220
394,n01592084
395,n01601694
396,n01608432
397,n01614925
398,n01616318
399,n01622779
400,n01795545
401,n01796340
402,n01797886
403,n01798484
404,n01806143
405,n01806567
406,n01807496
407,n01817953
408,n01818515
409,n01819313
410,n01820546
411,n01824575
412,n01828970
413,n01829413
414,n01833805
415,n01843065
416,n01843383
417,n01847000
418,n01855032
419,n01855672
420,n01860187
421,n02002556
422,n02002724
423,n02006656
424,n02007558
425,n02009912
426,n02009229
427,n02011460
428,n02012849
429,n02013706
430,n02018207
431,n02018795
432,n02025239
433,n02027492
434,n02028035
435,n02033041
436,n02037110
437,n02017213
438,n02051845
439,n02056570
440,n02058221
441,n01484850
442,n01491361
443,n01494475
444,n01496331
445,n01498041
446,n02514041
447,n02536864
448,n01440764
449,n01443537
450,n02526121
451,n02606052
452,n02607072
453,n02643566
454,n02655020
455,n02640242
456,n02641379
457,n01664065
458,n01665541
459,n01667114
460,n01667778
461,n01669191
462,n01675722
463,n01677366
464,n01682714
465,n01685808
466,n01687978
467,n01688243
468,n01689811
469,n01692333
470,n01693334
471,n01694178
472,n01695060
473,n01704323
474,n01697457
475,n01698640
476,n01728572
477,n01728920
478,n01729322
479,n01729977
480,n01734418
481,n01735189
482,n01737021
483,n01739381
484,n01740131
485,n01742172
486,n01744401
487,n01748264
488,n01749939
489,n01751748
490,n01753488
491,n01755581
492,n01756291
493,n01629819
494,n01630670
495,n01631663
496,n01632458
497,n01632777
498,n01641577
499,n01644373
500,n01644900
501,n04579432
502,n04592741
503,n03876231
504,n03483316
505,n03868863
506,n04251144
507,n03691459
508,n03759954
509,n04152593
510,n03793489
511,n03271574
512,n03843555
513,n04332243
514,n04265275
515,n04330267
516,n03467068
517,n02794156
518,n04118776
519,n03841143
520,n04141975
521,n02708093
522,n03196217
523,n04548280
524,n03544143
525,n04355338
526,n03891332
527,n04328186
528,n03197337
529,n04317175
530,n04376876
531,n03706229
532,n02841315
533,n04009552
534,n04356056
535,n03692522
536,n04044716
537,n02879718
538,n02950826
539,n02749479
540,n04090263
541,n04008634
542,n03085013
543,n04505470
544,n03126707
545,n03666591
546,n02666196
547,n02977058
548,n04238763
549,n03180011
550,n03485407
551,n03832673
552,n06359193
553,n03496892
554,n04428191
555,n04004767
556,n04243546
557,n04525305
558,n04179913
559,n03602883
560,n04372370
561,n03532672
562,n02974003
563,n03874293
564,n03944341
565,n03992509
566,n03425413
567,n02966193
568,n04371774
569,n04067472
570,n04040759
571,n04019541
572,n03492542
573,n04355933
574,n03929660
575,n02965783
576,n04258138
577,n04074963
578,n03208938
579,n02910353
580,n03476684
581,n03627232
582,n03075370
583,n03874599
584,n03804744
585,n04127249
586,n04153751
587,n03803284
588,n04162706
589,n04228054
590,n02948072
591,n03590841
592,n04286575
593,n04456115
594,n03814639
595,n03933933
596,n04485082
597,n03733131
598,n03794056
599,n04275548
600,n01768244
601,n01770081
602,n01770393
603,n01773157
604,n01773549
605,n01773797
606,n01774384
607,n01774750
608,n01775062
609,n01776313
610,n01784675
611,n01990800
612,n01978287
613,n01978455
614,n01980166
615,n01981276
616,n01983481
617,n01984695
618,n01985128
619,n01986214
620,n02165105
621,n02165456
622,n02167151
623,n02168699
624,n02169497
625,n02172182
626,n02174001
627,n02177972
628,n02190166
629,n02206856
630,n02226429
631,n02229544
632,n02231487
633,n02233338
634,n02236044
635,n02256656
636,n02259212
637,n02264363
638,n02268443
639,n02268853
640,n02276258
641,n02277742
642,n02279972
643,n02280649
644,n02281406
645,n02281787
646,n01910747
647,n01914609
648,n01917289
649,n01924916
650,n01930112
651,n01943899
652,n01944390
653,n01945685
654,n01950731
655,n01955084
656,n02319095
657,n02321529
658,n03584829
659,n03297495
660,n03761084
661,n03259280
662,n04111531
663,n04442312
664,n04542943
665,n04517823
666,n03207941
667,n04070727
668,n04554684
669,n03133878
670,n03400231
671,n04596742
672,n02939185
673,n03063689
674,n04398044
675,n04270147
676,n02699494
677,n04486054
678,n03899768
679,n04311004
680,n04366367
681,n04532670
682,n02793495
683,n03457902
684,n03877845
685,n03781244
686,n03661043
687,n02727426
688,n02859443
689,n03028079
690,n03788195
691,n04346328
692,n03956157
693,n04081281
694,n03032252
695,n03529860
696,n03697007
697,n03065424
698,n03837869
699,n04458633
700,n02980441
701,n04005630
702,n03461385
703,n02776631
704,n02791270
705,n02871525
706,n02927161
707,n03089624
708,n04200800
709,n04443257
710,n04462240
711,n03388043
712,n03042490
713,n04613696
714,n03216828
715,n02892201
716,n03743016
717,n02788148
718,n02894605
719,n03160309
720,n03000134
721,n03930313
722,n04604644
723,n04326547
724,n03459775
725,n04239074
726,n04501370
727,n03792972
728,n04149813
729,n03530642
730,n03961711
731,n03903868
732,n02814860
733,n07711569
734,n07720875
735,n07714571
736,n07714990
737,n07715103
738,n07716358
739,n07716906
740,n07717410
741,n07717556
742,n07718472
743,n07718747
744,n07730033
745,n07734744
746,n04209239
747,n03594734
748,n02971356
749,n03485794
750,n04133789
751,n02747177
752,n04125021
753,n07579787
754,n03814906
755,n03134739
756,n03404251
757,n04423845
758,n03877472
759,n04120489
760,n03062245
761,n03014705
762,n03717622
763,n03777754
764,n04493381
765,n04476259
766,n02777292
767,n07693725
768,n03998194
769,n03617480
770,n07590611
771,n04579145
772,n03623198
773,n07248320
774,n04277352
775,n04229816
776,n02823428
777,n03127747
778,n02877765
779,n04435653
780,n03724870
781,n03710637
782,n03920288
783,n03379051
784,n02807133
785,n04399382
786,n03527444
787,n03983396
788,n03924679
789,n04532106
790,n06785654
791,n03445777
792,n07613480
793,n04350905
794,n04562935
795,n03325584
796,n03045698
797,n07892512
798,n03250847
799,n04192698
800,n03026506
801,n03534580
802,n07565083
803,n04296562
804,n02869837
805,n07871810
806,n02799071
807,n03314780
808,n04141327
809,n04357314
810,n02823750
811,n13052670
812,n07583066
813,n03637318
814,n04599235
815,n07802026
816,n02883205
817,n03709823
818,n04560804
819,n02909870
820,n03207743
821,n04263257
822,n07932039
823,n03786901
824,n04479046
825,n03873416
826,n02999410
827,n04367480
828,n03775546
829,n07875152
830,n04591713
831,n04201297
832,n02916936
833,n03240683
834,n02840245
835,n02963159
836,n04370456
837,n03991062
838,n02843684
839,n03482405
840,n03942813
841,n03908618
842,n03902125
843,n07584110
844,n02730930
845,n04023962
846,n02769748
847,n10148035
848,n02817516
849,n03908714
850,n02906734
851,n03788365
852,n02667093
853,n03787032
854,n03980874
855,n03141823
856,n03976467
857,n04264628
858,n07930864
859,n04039381
860,n06874185
861,n04033901
862,n04041544
863,n07860988
864,n03146219
865,n03763968
866,n03676483
867,n04209133
868,n03782006
869,n03857828
870,n03775071
871,n02892767
872,n07684084
873,n04522168
874,n03764736
875,n04118538
876,n03887697
877,n13044778
878,n03291819
879,n03770439
880,n03124170
881,n04487081
882,n03916031
883,n02808440
884,n07697537
885,n12985857
886,n02917067
887,n03938244
888,n15075141
889,n02978881
890,n02966687
891,n03633091
892,n13040303
893,n03690938
894,n03476991
895,n02669723
896,n03220513
897,n03127925
898,n04584207
899,n07880968
900,n03937543
901,n03000247
902,n04418357
903,n04590129
904,n02795169
905,n04553703
906,n02783161
907,n02802426
908,n02808304
909,n03124043
910,n03450230
911,n04589890
912,n12998815
913,n02992529
914,n03825788
915,n02790996
916,n03710193
917,n03630383
918,n03347037
919,n03769881
920,n03871628
921,n03733281
922,n03976657
923,n03535780
924,n04259630
925,n03929855
926,n04049303
927,n04548362
928,n02979186
929,n06596364
930,n03935335
931,n06794110
932,n02825657
933,n03388183
934,n04591157
935,n04540053
936,n03866082
937,n04136333
938,n04026417
939,n02865351
940,n02834397
941,n03888257
942,n04235860
943,n04404412
944,n04371430
945,n03733805
946,n07920052
947,n07873807
948,n02895154
949,n04204238
950,n04597913
951,n04131690
952,n07836838
953,n09835506
954,n03443371
955,n13037406
956,n04336792
957,n04557648
958,n03187595
959,n04254120
960,n03595614
961,n04146614
962,n03598930
963,n03958227
964,n04069434
965,n03188531
966,n02786058
967,n07615774
968,n04525038
969,n04409515
970,n03424325
971,n03223299
972,n03680355
973,n07614500
974,n07695742
975,n04033995
976,n03710721
977,n04392985
978,n03047690
979,n03584254
980,n13054560
981,n10565667
982,n03950228
983,n03729826
984,n02837789
985,n04254777
986,n02988304
987,n03657121
988,n04417672
989,n04523525
990,n02815834
991,n09229709
992,n07697313
993,n03888605
994,n03355925
995,n03063599
996,n04116512
997,n04325704
998,n07831146
999,n03255030
1000,n02925519
1001,n01942177
1002,n03362771
1003,n02391373
1004,n01944812
1005,n04062644
1006,n03015254
1007,n03029066
1008,n03981340
1009,n03849275
1010,n02793842
1011,n02448885
1012,n13134947
1013,n01483522
1014,n03609235
1015,n02120278
1016,n02058747
1017,n01816887
1018,n03096439
1019,n01857851
1020,n03271765
1021,n02210427
1022,n07761141
1023,n01609391
1024,n01667432
1025,n04489008
1026,n02491107
1027,n03035510
1028,n02935658
1029,n02446352
1030,n13056349
1031,n04383130
1032,n02642644
1033,n03884639
1034,n03682487
1035,n01639765
1036,n03957315
1037,n02361850
1038,n07874343
1039,n03916720
1040,n12057447
1041,n03513376
1042,n02969634
1043,n01669372
1044,n02101861
1045,n02415435
1046,n01698434
1047,n01529672
1048,n07838233
1049,n03943920
1050,n04110068
1051,n03689570
1052,n02488003
1053,n02110532
1054,n03477773
1055,n04216634
1056,n07715721
1057,n03809312
1058,n04382334
1059,n02233943
1060,n01616551
1061,n02234355
1062,n01982650
1063,n03769722
1064,n02078292
1065,n03992325
1066,n04217882
1067,n02363351
1068,n02410702
1069,n03309808
1070,n07583197
1071,n04411966
1072,n03739693
1073,n01821076
1074,n02453611
1075,n02087122
1076,n02946921
1077,n03056097
1078,n01933151
1079,n02443346
1080,n04398834
1081,n13002750
1082,n02686121
1083,n03045337
1084,n01804478
1085,n07611358
1086,n10439851
1087,n02207179
1088,n02209624
1089,n03251766
1090,n13232779
1091,n03613592
1092,n02172761
1093,n01831712
1094,n03538957
1095,n01517565
1096,n03199647
1097,n04143897
1098,n03256788
1099,n02008796
1100,n02778669
1101,n02000954
1102,n13005329
1103,n02319829
1104,n02234848
1105,n03459914
1106,n02965216
1107,n02527622
1108,n01932936
1109,n01808140
1110,n02417534
1111,n03078670
1112,n03728982
1113,n03825080
1114,n03753077
1115,n03472232
1116,n03141327
1117,n02488894
1118,n04185071
1119,n13055423
1120,n07874063
1121,n03500295
1122,n02079005
1123,n02877962
1124,n04411264
1125,n02885108
1126,n04285622
1127,n04589190
1128,n03906997
1129,n01944955
1130,n13021332
1131,n02823335
1132,n03619396
1133,n02697576
1134,n04585980
1135,n02839910
1136,n04431436
1137,n13056135
1138,n03183080
1139,n03461882
1140,n01856890
1141,n03590306
1142,n01697178
1143,n04170037
1144,n02078574
1145,n02946270
1146,n02966545
1147,n03622931
1148,n01686403
1149,n01856380
1150,n02887209
1151,n04428008
1152,n01843719
1153,n03899933
1154,n03636649
1155,n07695878
1156,n07739506
1157,n04445952
1158,n07761777
1159,n04292572
1160,n02391234
1161,n09433442
1162,n01537134
1163,n02099997
1164,n02709637
1165,n04236001
1166,n01737472
1167,n02026059
1168,n03837422
1169,n07579575
1170,n13074814
1171,n01703569
1172,n13045210
1173,n04229007
1174,n03257586
1175,n01747885
1176,n09366317
1177,n01693783
1178,n02188699
1179,n09335693
1180,n02755529
1181,n02854532
1182,n04387400
1183,n04364994
1184,n02364520
1185,n02263378
1186,n02958343
1187,n03880531
1188,n03601638
1189,n07930554
1190,n01749742
1191,n03714235
1192,n03259505
1193,n03735637
1194,n03203089
1195,n03164929
1196,n02442172
1197,n04452615
1198,n01968315
1199,n02640857
1200,n03167978
1201,n13075684
1202,n02326763
1203,n02917607
1204,n04191943
1205,n03128519
1206,n02951843
1207,n02011943
1208,n04183329
1209,n01785667
1210,n02083346
1211,n02326074
1212,n03726993
1213,n02456008
1214,n03078287
1215,n04589434
1216,n02006985
1217,n04125853
1218,n04480527
1219,n01798979
1220,n03871724
1221,n02700895
1222,n02324045
1223,n01776705
1224,n04502670
1225,n03252637
1226,n02407959
1227,n09428628
1228,n02095727
1229,n02119247
1230,n09375606
1231,n04552696
1232,n03930515
1233,n04481524
1234,n02165877
1235,n02979516
1236,n02694966
1237,n02268148
1238,n13231919
1239,n03143572
1240,n04459362
1241,n02730265
1242,n01662784
1243,n03236580
1244,n02167820
1245,n03001627
1246,n02107420
1247,n01854415
1248,n13007417
1249,n02794972
1250,n02058594
1251,n06595351
1252,n01686609
1253,n02182930
1254,n01767661
1255,n02127292
1256,n02127808
1257,n02222321
1258,n13011221
1259,n04462011
1260,n01861778
1261,n02221820
1262,n02230023
1263,n06793231
1264,n02693413
1265,n01734808
1266,n03272239
1267,n04440963
1268,n03753514
1269,n02740764
1270,n04598582
1271,n03025886
1272,n13042982
1273,n02221414
1274,n03861430
1275,n03528263
1276,n04417809
1277,n04570958
1278,n03467984
1279,n13021166
1280,n03236735
1281,n07929519
1282,n01557185
1283,n02751067
1284,n01676755
1285,n04389521
1286,n02220804
1287,n01838038
1288,n02481500
1289,n02221083
1290,n03966751
1291,n02016956
1292,n04497442
1293,n02437971
1294,n04499446
1295,n02698244
1296,n03327234
1297,n01983048
1298,n02713218
1299,n01808596
1300,n02068974
1301,n02361706
1302,n02319555
1303,n02325722
1304,n03163973
1305,n03241093
1306,n07747055
1307,n04087709
1308,n02395003
1309,n02844214
1310,n00015388
1311,n01925270
1312,n01582498
1313,n03099771
1314,n03842156
1315,n02282903
1316,n04434932
1317,n04387201
1318,n04217718
1319,n13004992
1320,n02786198
1321,n01602209
1322,n02102605
1323,n03465500
1324,n03715669
1325,n03240140
1326,n04379964
1327,n07748753
1328,n04354589
1329,n01856155
1330,n02096756
1331,n03075634
1332,n13017240
1333,n03221720
1334,n04020912
1335,n04363874
1336,n03541923
1337,n02483092
1338,n04207763
1339,n02828299
1340,n02954340
1341,n02486908
1342,n04202417
1343,n03011018
1344,n04509260
1345,n13231678
1346,n03208556
1347,n03435593
1348,n03883773
1349,n04044498
1350,n02112826
1351,n02019438
1352,n12992868
1353,n01769347
1354,n02986066
1355,n01752165
1356,n02190790
1357,n13021543
1358,n02756977
1359,n02394477
1360,n02892499
1361,n03278248
1362,n13056607
1363,n03168217
1364,n02507649
1365,n02129530
1366,n03031422
1367,n03245421
1368,n03228692
1369,n02055803
1370,n03635032
1371,n02843029
1372,n02924116
1373,n03201638
1374,n01694709
1375,n02002075
1376,n03241335
1377,n02087551
1378,n04215910
1379,n02192814
1380,n13059657
1381,n03487444
1382,n07557434
1383,n03584400
1384,n01819115
1385,n01609062
1386,n04495450
1387,n04405762
1388,n02326862
1389,n03546340
1390,n03164722
1391,n04030274
1392,n04249415
1393,n02226183
1394,n02676261
1395,n02086478
1396,n04441662
1397,n02795783
1398,n02235205
1399,n01931714
1400,n03273913
1401,n02108672
1402,n13057639
1403,n01976146
1404,n04370048
1405,n01663401
1406,n02777100
1407,n01730185
1408,n02172518
1409,n02772700
1410,n01495701
1411,n02329401
1412,n04549122
1413,n07800740
1414,n04390873
1415,n12157056
1416,n04118021
1417,n03731695
1418,n01613294
1419,n01805801
1420,n02917377
1421,n03497100
1422,n03472937
1423,n04322801
1424,n04283905
1425,n04121228
1426,n13038068
1427,n03745571
1428,n01824749
1429,n02101108
1430,n03551084
1431,n07894102
1432,n01754876
1433,n02834778
1434,n03961939
1435,n04283585
1436,n04409806
1437,n04379243
1438,n11669921
1439,n04010057
1440,n13058037
1441,n02831894
1442,n03467517
1443,n07882497
1444,n03729647
1445,n02445171
1446,n07615052
1447,n02051474
1448,n02456275
1449,n09191635
1450,n01604330
1451,n02316707
1452,n03211117
1453,n02871963
1454,n04253931
1455,n13004640
1456,n02121808
1457,n02343058
1458,n02605316
1459,n04161981
1460,n07612996
1461,n01592540
1462,n02448633
1463,n03640988
1464,n02220518
1465,n07837002
1466,n07693889
1467,n02751295
1468,n07874259
1469,n02487547
1470,n03896233
1471,n02688443
1472,n02482060
1473,n04598136
1474,n01772222
1475,n03916470
1476,n01845477
1477,n04071393
1478,n03148727
1479,n01578575
1480,n01985797
1481,n02855089
1482,n02955065
1483,n02835412
1484,n09262690
1485,n03010795
1486,n03561169
1487,n03736970
1488,n02897389
1489,n02862916
1490,n04565375
1491,n03393324
1492,n13008485
1493,n06359467
1494,n01911403
1495,n09210862
1496,n04020087
1497,n03619793
1498,n07681926
1499,n03948459
1500,n04177545
1501,n04247630
1502,n03510583
1503,n02178411
1504,n03262809
1505,n03839276
1506,n04105068
1507,n09305031
1508,n02526425
1509,n01879509
1510,n04368695
1511,n02447021
1512,n02667379
1513,n03277771
1514,n13135832
1515,n03073296
1516,n03620052
1517,n07588947
1518,n03722288
1519,n03229526
1520,n04292414
1521,n03364008
1522,n13008157
1523,n02898173
1524,n02117512
1525,n02989099
1526,n02708224
1527,n02138647
1528,n09410224
1529,n02363245
1530,n07761954
1531,n03709363
1532,n02880546
1533,n02093056
1534,n02640626
1535,n02343320
1536,n04516116
1537,n02766792
1538,n02447762
1539,n02952485
1540,n01775370
1541,n03519674
1542,n04309833
1543,n13059298
1544,n02327842
1545,n03034516
1546,n02898711
1547,n04371563
1548,n02124623
1549,n02667576
1550,n04099429
1551,n02448060
1552,n03080497
1553,n13010951
1554,n03752922
1555,n02442572
1556,n13040629
1557,n03871083
1558,n02773037
1559,n01922303
1560,n01944118
1561,n04615644
1562,n09398677
1563,n02319308
1564,n03111690
1565,n07881117
1566,n03405725
1567,n03632852
1568,n01503061
1569,n02446645
1570,n04383301
1571,n03296478
1572,n04229107
1573,n04410485
1574,n02019190
1575,n02811719
1576,n04088797
1577,n01482330
1578,n03706653
1579,n03046257
1580,n02112497
1581,n03242506
1582,n04169437
1583,n02089555
1584,n02503517
1585,n04597804
1586,n04583620
1587,n03092166
1588,n02361587
1589,n04275904
1590,n01878061
1591,n03330792
1592,n02970849
1593,n03728437
1594,n01686808
1595,n03094503
1596,n07874159
1597,n07747811
1598,n03101156
1599,n04225031
1600,n03917327
1601,n02862048
1602,n04151581
1603,n02901481
1604,n04014297
1605,n07714895
1606,n02783035
1607,n01602080
1608,n04134632
1609,n03743902
1610,n03064350
1611,n02760199
1612,n03343853
1613,n04400289
1614,n04021798
1615,n02115012
1616,n03497657
1617,n04174101
1618,n02935891
1619,n04592005
1620,n03319457
1621,n03918480
1622,n13076831
1623,n03502777
1624,n03297103
1625,n04244997
1626,n02481103
1627,n03886641
1628,n03002210
1629,n04158807
1630,n02211627
1631,n13012973
1632,n02950186
1633,n13074619
1634,n02801525
1635,n13037585
1636,n03524976
1637,n03057021
1638,n03239726
1639,n04263336
1640,n03396580
1641,n01689411
1642,n07891726
1643,n02209354
1644,n02103406
1645,n02606384
1646,n04201733
1647,n02106966
1648,n03749504
1649,n12056217
1650,n04046974
1651,n03178430
1652,n02957135
1653,n12997654
1654,n13012253
1655,n02850950
1656,n03380647
1657,n04576211
1658,n01909422
1659,n03251533
1660,n03896419
1661,n02132580
1662,n04073948
1663,n02691156
1664,n02682407
1665,n02052365
1666,n04250599
1667,n03004620
1668,n02206270
1669,n02485225
1670,n02052204
1671,n02486657
1672,n03848348
1673,n04359589
1674,n01931140
1675,n03402188
1676,n13045975
1677,n03476083
1678,n02438272
1679,n01834540
1680,n02438173
1681,n04531873
1682,n07707451
1683,n03254374
1684,n03086457
1685,n04272054
1686,n07613671
1687,n02534734
1688,n02908217
1689,n09458269
1690,n01494882
1691,n02281015
1692,n03813946
1693,n03324928
1694,n02916350
1695,n02876657
1696,n03399761
1697,n13008689
1698,n01640846
1699,n02742753
1700,n13006171
1701,n04100174
1702,n02752496
1703,n02441326
1704,n02916179
1705,n13018407
1706,n04571292
1707,n02482474
1708,n09287968
1709,n04026918
1710,n02456962
1711,n03636248
1712,n02085374
1713,n03414162
1714,n02959942
1715,n03339643
1716,n02766320
1717,n13041312
1718,n04341686
1719,n04164868
1720,n03314378
1721,n03985232
1722,n04500060
1723,n02076779
1724,n03322570
1725,n07615460
1726,n02408660
1727,n02933750
1728,n02118176
1729,n02871824
1730,n02234570
1731,n03959014
1732,n02231052
1733,n04319937
1734,n13040796
1735,n01878639
1736,n02138777
1737,n02709367
1738,n01871875
1739,n02802721
1740,n02281267
1741,n01494757
1742,n02113335
1743,n02872752
1744,n02485688
1745,n01692864
1746,n13006631
1747,n01605630
1748,n03795976
1749,n04417180
1750,n03595409
1751,n02117646
1752,n02127482
1753,n03316406
1754,n03025070
1755,n04460130
1756,n04139859
1757,n03441112
1758,n04235291
1759,n01933478
1760,n03477902
1761,n09289596
1762,n01668091
1763,n02984061
1764,n03292960
1765,n04338517
1766,n02236241
1767,n02913152
1768,n02942699
1769,n02086346
1770,n01618922
1771,n13001041
1772,n02880189
1773,n13019835
1774,n03487774
1775,n02652668
1776,n03798982
1777,n03051396
1778,n03618982
1779,n03932670
1780,n02127381
1781,n02865665
1782,n13022210
1783,n02487079
1784,n01580379
1785,n07683786
1786,n02496913
1787,n03200357
1788,n03204306
1789,n04464852
1790,n03489162
1791,n03012159
1792,n13000891
1793,n02442668
1794,n01820348
1795,n02132788
1796,n02769075
1797,n02952674
1798,n04079244
1799,n07742704
1800,n10742997
1801,n13018232
1802,n04044307
1803,n04137897
1804,n04028315
1805,n03274561
1806,n02104882
1807,n13012469
1808,n03266749
1809,n03896103
1810,n03087816
1811,n02683791
1812,n01825930
1813,n03122748
1814,n01796019
1815,n03509843
1816,n03404012
1817,n04267577
1818,n03265032
1819,n02781121
1820,n04036303
1821,n03378342
1822,n04514241
1823,n03057636
1824,n01879217
1825,n04279987
1826,n02454794
1827,n02408817
1828,n02796207
1829,n09405787
1830,n01726692
1831,n01488918
1832,n02033208
1833,n04015204
1834,n02867715
1835,n02963302
1836,n02128669
1837,n07761611
1838,n03226538
1839,n01806847
1840,n03928116
1841,n03956785
1842,n04067921
1843,n07748912
1844,n02210921
1845,n04027023
1846,n04149083
1847,n03831757
1848,n03049066
1849,n13038376
1850,n02281136
1851,n02487675
1852,n04603872
1853,n07895710
1854,n03206718
1855,n02933990
1856,n01856072
1857,n02818832
1858,n03889726
1859,n02815478
1860,n01857632
1861,n03294833
1862,n04177329
1863,n03350456
1864,n02411705
1865,n02209964
1866,n04477548
1867,n01743605
1868,n02095412
1869,n03050864
1870,n04450640
1871,n03235979
1872,n02739668
1873,n03210683
